numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus,Cluster,Distance_From_Center,KMeans_Outlier
0.7467,0.8683,0.7783,0.9083,0.91,0.8783,0.8267,0.8033,0.8533,0.886,0.6667,0.4,1.0,0.6,0.5,0.7926,0.55,0.6848,0.4507,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.08608024776704826,0
0.9433,0.8767,0.9233,0.9983,0.9433,0.89,0.9217,0.915,0.94,1.0,1.0,0.6,1.0,0.6,0.5,0.7338,0.475,0.7702,0.5469,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.10600935766287646,0
0.38,0.5583,0.36,0.43,0.3067,0.405,0.4283,0.3883,0.3933,0.196,0.0,0.2,0.6667,0.0,0.0,0.3279,0.225,0.1547,0.1911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.16831957175570908,0
0.9283,1.0,1.0,0.9367,0.9683,1.0,1.0,0.9183,0.98,0.946,0.3333,0.6,1.0,0.8,0.5,0.7632,1.0,0.5739,0.6899,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.1531123385307052,0
0.655,0.6383,0.6467,0.6317,0.78,0.6767,0.7067,0.7317,0.68,0.632,0.6667,0.4,1.0,0.6,1.0,0.7485,0.725,0.7263,0.6082,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.16228985297977783,0
0.395,0.535,0.4883,0.43,0.4617,0.5383,0.4467,0.4783,0.4733,0.728,0.0,0.6,0.3333,0.4,0.0,0.6618,0.425,0.4942,0.4856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.10124467118416385,0
1.0,0.985,0.9817,1.0,0.9817,1.0,0.9667,1.0,0.9983,0.75,0.3333,0.4,1.0,0.8,1.0,0.7765,0.875,0.6501,0.53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.17507136760930742,0
0.7217,0.5767,0.5717,0.6717,0.6933,0.725,0.7033,0.7067,0.6783,0.506,0.3333,0.2,0.3333,0.2,0.0,0.5676,0.525,0.4596,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.18546111134522247,0
0.53,0.4817,0.53,0.625,0.4867,0.5683,0.575,0.57,0.55,0.868,0.6667,1.0,0.3333,0.6,0.0,0.575,0.425,0.7852,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.058448522441415456,0
0.15,0.025,0.0733,0.0417,0.1017,0.05,0.0867,0.0833,0.0783,0.194,0.0,0.2,0.3333,0.0,0.0,0.0544,0.25,0.1998,0.2476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.279872340668588,0
0.5833,0.5833,0.515,0.5833,0.56,0.59,0.6067,0.54,0.5683,0.512,0.3333,0.0,0.6667,0.4,0.0,0.4706,0.575,0.5,0.5529,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.11884549947522212,0
0.7033,0.665,0.8017,0.7,0.715,0.68,0.7767,0.7633,0.7233,0.99,0.6667,1.0,0.6667,0.4,0.5,0.5941,0.925,0.6594,0.4411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.16108735020029316,0
0.7367,0.6167,0.6283,0.675,0.6467,0.6267,0.6467,0.63,0.6533,0.382,0.3333,0.4,0.6667,0.4,0.0,0.3412,0.55,0.3857,0.3726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.2732884355381866,0
0.9067,0.8183,0.8767,0.94,0.8567,0.9217,0.895,0.85,0.925,0.216,0.3333,0.4,0.6667,0.4,0.5,0.5574,0.5,0.5312,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.17438068784951716,0
0.3017,0.3983,0.3267,0.3633,0.3517,0.3633,0.34,0.4067,0.3483,0.31,0.3333,0.2,0.3333,0.4,0.5,0.7176,0.65,0.3326,0.5024,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.21207666262636488,0
0.465,0.555,0.6267,0.53,0.5467,0.5683,0.48,0.6133,0.5517,0.664,0.0,0.6,0.3333,0.4,0.5,0.4897,0.4,0.5624,0.3882,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.09355284929790783,0
0.9867,1.0,1.0,0.9417,1.0,1.0,1.0,1.0,0.9933,0.51,1.0,1.0,1.0,0.8,0.5,0.9676,0.55,0.9584,0.6575,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,2,0.3028965473980388,0
0.6117,0.51,0.4867,0.505,0.4383,0.535,0.4867,0.56,0.51,0.322,0.3333,0.4,0.3333,0.4,0.0,0.3441,0.525,0.373,0.4663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.21904029640663036,0
0.6333,0.6,0.675,0.6633,0.625,0.75,0.62,0.6317,0.6183,0.574,0.3333,0.4,0.6667,0.4,0.0,0.3882,0.85,0.4122,0.3365,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.21469427763957374,0
1.0,1.0,0.9867,0.9583,1.0,1.0,1.0,1.0,0.9867,0.838,0.6667,0.6,0.6667,0.6,0.5,0.4676,0.65,0.7275,0.6755,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.2831501997784631,0
0.3583,0.3717,0.4283,0.4933,0.4233,0.3733,0.35,0.4017,0.4067,0.546,0.3333,0.4,0.3333,0.4,0.5,0.3529,0.55,0.4758,0.4231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.18821279222561857,0
0.37,0.3633,0.4267,0.3767,0.3917,0.4417,0.3333,0.4117,0.3983,0.582,0.3333,0.4,0.6667,0.4,0.5,0.5632,0.5,0.433,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.09461257779649586,0
0.485,0.5,0.4717,0.4567,0.535,0.4983,0.5667,0.5667,0.5217,0.474,0.3333,0.4,0.6667,0.2,0.5,0.4529,0.55,0.5658,0.4627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.11329176076647214,0
0.7567,0.7433,0.865,0.8017,0.7917,0.8367,0.745,0.8633,0.8117,0.814,0.6667,0.6,1.0,0.8,1.0,0.6779,0.725,0.8095,0.6659,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.03946245304051083,0
0.155,0.22,0.1267,0.13,0.1917,0.1117,0.13,0.1767,0.1433,0.124,0.0,0.2,0.3333,0.2,0.0,0.2059,0.45,0.1963,0.1454,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.12031408783275327,0
0.2883,0.28,0.21,0.2533,0.3067,0.1967,0.2017,0.3367,0.2633,0.074,0.3333,0.2,0.0,0.2,0.0,0.1544,0.275,0.2286,0.1562,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.13984622645581268,0
0.555,0.6217,0.6367,0.68,0.5517,0.5567,0.5967,0.5967,0.6,0.49,0.3333,0.2,0.3333,0.4,0.5,0.7382,0.775,0.5404,0.5252,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.2057873839253823,0
0.45,0.3867,0.455,0.4233,0.4467,0.3517,0.335,0.3667,0.385,0.506,0.0,0.2,0.6667,0.2,0.0,0.5426,0.475,0.3926,0.6478,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.10972438023105718,0
0.0567,0.0317,0.0,0.0,0.0,0.0,0.065,0.0483,0.0217,0.662,0.3333,0.2,0.3333,0.6,0.0,0.5574,0.525,0.3903,0.476,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.3384839297170601,1
0.8533,0.755,0.8017,0.8217,0.835,0.855,0.8567,0.8283,0.8133,0.432,0.6667,0.8,1.0,0.8,0.5,0.6647,0.55,0.8453,0.6502,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.04948153732957011,0
0.265,0.295,0.3833,0.3083,0.3317,0.29,0.3117,0.3017,0.3317,0.432,0.3333,0.2,0.6667,0.4,0.5,0.5559,0.5,0.5139,0.4724,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.1613437081158309,0
0.6967,0.84,0.8483,0.705,0.6817,0.74,0.7383,0.84,0.7583,0.674,0.3333,0.4,0.6667,0.4,0.0,0.6985,0.275,0.4423,0.476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.07944230114453406,0
0.7933,0.81,0.8,0.7483,0.7433,0.81,0.7583,0.8117,0.7917,0.372,0.6667,0.2,0.6667,0.2,0.5,0.5574,0.5,0.4319,0.2909,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.15735685405522157,0
1.0,0.93,1.0,0.9967,0.9633,1.0,1.0,1.0,0.9767,0.724,0.6667,0.6,0.6667,0.6,0.5,0.4706,1.0,0.776,0.6827,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.2754082436429264,0
0.5767,0.66,0.6183,0.625,0.6317,0.6733,0.6117,0.625,0.62,1.0,0.6667,0.8,1.0,0.4,1.0,0.9515,1.0,0.8372,0.7344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,2,0.3262387067600831,0
0.38,0.385,0.4183,0.455,0.3883,0.36,0.405,0.4667,0.39,0.488,0.3333,0.4,0.6667,0.2,0.5,0.5632,0.8,0.336,0.2163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.10291235225340893,0
0.3267,0.2967,0.33,0.3017,0.3483,0.3383,0.3517,0.3817,0.3117,0.688,0.3333,0.4,0.6667,0.6,0.5,0.6706,0.975,0.7644,0.5697,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.21101783729319826,0
0.97,0.875,0.895,0.79,0.9367,0.82,0.8783,0.785,0.8783,0.548,0.6667,0.4,0.6667,0.2,0.5,0.6441,0.45,0.3637,0.4411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.07603235550439713,0
0.375,0.4517,0.4733,0.3917,0.4317,0.45,0.55,0.4633,0.44,0.578,0.3333,0.2,0.3333,0.4,0.0,0.3103,0.325,0.4284,0.3786,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0.2116792694641068,0
0.5983,0.5033,0.5033,0.6133,0.535,0.6167,0.585,0.5067,0.5917,1.0,0.3333,0.8,0.6667,0.6,0.0,0.6176,0.85,0.657,0.6238,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.11313064009315958,0
0.19,0.1433,0.3567,0.2217,0.2567,0.195,0.2183,0.1983,0.2383,0.788,0.3333,0.4,0.6667,0.2,0.5,0.6441,0.6,0.5335,0.3486,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.26737460488355536,0
0.41,0.3667,0.4083,0.4233,0.505,0.4683,0.4833,0.425,0.4533,0.314,0.6667,0.6,0.3333,0.4,0.5,0.4912,0.425,0.6109,0.351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.08153963992334408,0
0.68,0.6483,0.6267,0.73,0.6467,0.6233,0.6383,0.5067,0.6517,0.518,0.3333,0.2,0.3333,0.6,0.5,0.5588,0.325,0.4781,0.3894,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.15883268327892822,0
0.6383,0.635,0.735,0.7833,0.6233,0.6783,0.66,0.76,0.6933,0.648,0.6667,0.8,0.6667,0.4,0.5,0.6515,0.65,0.8233,0.7224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.15458008376651647,0
0.9433,1.0,1.0,0.99,0.9833,1.0,1.0,1.0,0.9883,1.0,0.6667,0.8,1.0,0.6,1.0,0.6721,0.925,0.8176,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.1553489608134271,0
0.4167,0.3533,0.3433,0.5167,0.3317,0.3567,0.35,0.415,0.4033,0.076,0.3333,0.2,0.0,0.0,0.0,0.3426,0.2,0.1432,0.1478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.181770678732067,0
0.4017,0.335,0.5133,0.4333,0.325,0.415,0.3917,0.3433,0.3833,0.524,0.3333,0.4,0.3333,0.4,0.0,0.3912,0.5,0.5323,0.4255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0.1842559482145773,0
0.615,0.5283,0.5517,0.5933,0.5267,0.6067,0.53,0.5967,0.5733,0.39,0.0,0.4,0.6667,0.4,0.5,0.4368,0.325,0.3533,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.14918505330662324,0
0.9717,0.9583,0.9817,1.0,1.0,0.9983,1.0,1.0,1.0,0.712,1.0,0.8,0.6667,0.8,1.0,0.5279,0.8,0.5855,0.738,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.24283104862116786,0
0.7117,0.7983,0.73,0.7367,0.8067,0.775,0.8617,0.8417,0.78,0.59,1.0,0.6,1.0,0.4,0.5,0.7882,0.6,0.8418,0.5974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.09845225717269677,0
0.5983,0.58,0.5217,0.4933,0.635,0.5383,0.6433,0.5133,0.555,0.538,0.3333,0.4,0.0,0.4,0.0,0.6397,0.7,0.448,0.4471,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.09909224201987236,0
0.26,0.27,0.2117,0.2183,0.1483,0.1533,0.185,0.2317,0.2183,0.17,0.0,0.2,0.0,0.0,0.0,0.1176,0.35,0.1801,0.1562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.1727980402017443,0
0.0967,0.1883,0.1817,0.235,0.145,0.165,0.1167,0.1833,0.1867,0.272,0.3333,0.0,0.6667,0.2,0.0,0.1779,0.225,0.1755,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.11996353769722529,0
0.4117,0.4117,0.4783,0.455,0.4083,0.44,0.5433,0.455,0.4233,0.102,0.0,0.2,0.0,0.0,0.0,0.15,0.2,0.2148,0.1599,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0.23927531292536153,0
0.9217,0.7617,0.8683,0.8517,0.8633,0.8917,0.8333,0.8867,0.8517,0.878,0.6667,0.6,1.0,0.8,1.0,0.8059,0.625,0.8152,0.869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.09892821991720713,0
