numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus
0.82,0.7033,0.77,0.7117,0.7733,0.745,0.765,0.815,0.7433,0.65,0.3333,0.6,0.6667,0.8,0.5,0.7294,0.55,0.6432,0.9303,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7767,0.8083,0.855,0.8167,0.79,0.8517,0.8567,0.9083,0.8333,0.764,0.3333,0.4,0.6667,0.6,0.5,0.8265,1.0,0.8025,0.8389,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.8067,0.98,0.875,0.8683,0.8167,0.8883,0.8883,0.82,0.8733,0.312,0.3333,0.4,0.6667,0.4,0.5,0.4632,0.55,0.4446,0.524,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1
0.4683,0.485,0.4767,0.495,0.515,0.4567,0.4767,0.52,0.52,0.428,0.3333,0.4,0.6667,0.4,0.5,0.5574,0.4,0.4215,0.3425,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.6433,0.6217,0.71,0.6183,0.62,0.6583,0.675,0.6533,0.655,0.758,0.0,0.4,0.6667,0.4,0.0,0.7015,0.475,0.2702,0.3654,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.505,0.3717,0.41,0.4583,0.4317,0.4683,0.5167,0.4267,0.4683,0.526,0.3333,0.4,0.6667,0.4,0.0,0.4706,0.65,0.455,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
0.8517,0.7967,0.81,0.7033,0.8117,0.8317,0.8067,0.8267,0.7867,0.69,0.6667,0.6,0.3333,0.6,0.5,0.7853,0.55,0.8487,0.7272,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6983,0.5467,0.6633,0.6083,0.7133,0.705,0.68,0.6333,0.65,0.642,0.3333,0.4,0.6667,0.4,0.5,0.5309,0.825,0.4307,0.4736,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1
0.78,0.8017,0.785,0.9167,0.8133,0.8333,0.8067,0.8083,0.8233,0.834,1.0,0.4,0.6667,0.6,0.0,0.775,0.75,0.5115,0.6514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.2317,0.1417,0.3317,0.3,0.32,0.3033,0.2367,0.2033,0.27,0.192,0.0,0.2,0.3333,0.0,0.5,0.2574,0.2,0.1478,0.1454,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.3917,0.33,0.3767,0.4717,0.4733,0.3667,0.41,0.4867,0.455,0.716,0.3333,0.6,0.6667,0.4,0.5,0.4824,0.6,0.4018,0.4111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.8717,0.795,0.83,0.7933,0.9283,0.905,0.9133,0.905,0.88,0.844,0.3333,0.4,1.0,0.4,1.0,0.6412,1.0,0.9088,0.7692,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.5433,0.5467,0.57,0.55,0.495,0.5283,0.5033,0.4883,0.5233,0.954,0.3333,0.4,0.6667,0.2,0.5,0.4279,0.825,0.4169,0.345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.0633,0.11,0.0,0.0667,0.0717,0.0067,0.0,0.1167,0.02,0.54,0.3333,0.2,0.6667,0.4,0.5,0.5574,0.625,0.3614,0.2788,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.9867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9883,0.82,0.6667,1.0,0.6667,0.8,0.5,1.0,0.55,0.8672,0.6827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.4017,0.5233,0.42,0.4133,0.4117,0.5333,0.3667,0.455,0.4717,0.826,0.0,0.4,0.3333,0.4,0.0,0.675,0.45,0.5785,0.512,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967,0.81,0.6667,0.6,0.6667,0.6,1.0,0.5941,0.825,0.746,0.6719,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.4267,0.4067,0.505,0.4567,0.3633,0.4717,0.4617,0.46,0.4283,0.364,0.6667,0.8,0.6667,0.6,0.5,0.5912,0.75,0.7286,0.8161,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.985,1.0,0.9967,1.0,0.925,0.9633,1.0,1.0,0.9833,0.584,0.6667,0.6,1.0,0.6,0.5,0.5676,0.875,0.985,0.7139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.0,0.0,0.0767,0.0,0.0,0.0,0.0567,0.0367,0.0,0.28,0.0,0.2,0.6667,0.2,0.0,0.2132,0.475,0.0416,0.1538,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.355,0.3717,0.3533,0.3317,0.4083,0.4533,0.4167,0.475,0.39,0.392,0.3333,0.4,0.3333,0.4,0.5,0.7103,0.425,0.3822,0.3678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.075,0.0533,0.1283,0.135,0.1317,0.1933,0.0717,0.0767,0.1267,0.24,0.0,0.0,0.3333,0.2,0.5,0.2309,0.2,0.1224,0.0709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
0.92,0.9083,0.895,0.9033,0.9833,0.915,0.9033,0.985,0.9117,0.702,0.3333,0.8,1.0,0.4,0.5,0.8338,0.925,0.7148,0.9002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.8367,0.925,0.8317,0.945,0.9217,0.8933,0.9467,0.91,0.905,0.664,0.6667,0.6,1.0,0.4,0.5,0.8647,1.0,0.8822,0.5889,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.3833,0.3667,0.3867,0.36,0.39,0.3017,0.3733,0.275,0.34,0.084,0.3333,0.0,0.6667,0.2,0.0,0.2176,0.25,0.1824,0.1514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
0.1933,0.1767,0.1383,0.08,0.1267,0.1,0.1967,0.1717,0.145,0.392,0.3333,0.2,0.6667,0.4,0.0,0.3868,0.475,0.4411,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.1333,0.1517,0.195,0.1267,0.245,0.0733,0.1667,0.0267,0.1583,0.316,0.3333,0.4,0.0,0.2,0.0,0.2721,0.25,0.1697,0.2909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
1.0,1.0,0.9983,1.0,0.995,1.0,0.9267,1.0,1.0,0.552,1.0,0.6,0.6667,0.4,1.0,0.6279,0.925,0.6848,0.5613,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.27,0.3617,0.3433,0.345,0.32,0.355,0.3533,0.3633,0.3183,0.238,0.0,0.2,0.6667,0.0,0.0,0.1897,0.15,0.149,0.1514,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.515,0.6683,0.7217,0.5833,0.66,0.57,0.6967,0.6283,0.6267,0.428,0.3333,0.6,0.6667,0.4,0.5,0.3235,0.65,0.4573,0.4123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.7533,0.7333,0.7017,0.7067,0.7333,0.7017,0.7217,0.7483,0.7183,0.79,0.6667,0.8,0.6667,0.6,1.0,0.6382,0.85,0.5277,0.5264,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.3133,0.4333,0.37,0.3667,0.445,0.4933,0.5017,0.495,0.425,0.468,0.3333,0.4,0.6667,0.4,0.5,0.4868,0.5,0.5416,0.3582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.2517,0.055,0.1083,0.1567,0.0933,0.1933,0.1717,0.19,0.1517,0.564,0.0,0.4,0.6667,0.4,0.0,0.5574,0.425,0.4457,0.4736,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.8833,0.9183,0.9583,0.9683,0.9217,0.8817,0.845,0.9167,0.9417,0.974,0.6667,0.6,1.0,0.8,0.5,0.6618,0.55,0.6189,0.8438,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.1367,0.1,0.1183,0.0,0.1367,0.0717,0.06,0.0,0.0817,0.466,0.3333,0.0,0.0,0.0,0.0,0.2059,0.55,0.1917,0.1647,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.5433,0.58,0.59,0.6817,0.6133,0.625,0.66,0.6633,0.6267,0.386,0.3333,0.2,0.6667,0.4,0.5,0.3221,0.4,0.4273,0.482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.515,0.4583,0.5,0.63,0.5333,0.4967,0.5683,0.5217,0.5317,0.71,1.0,0.6,1.0,0.6,0.5,0.8971,0.7,0.7564,0.7175,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.46,0.4883,0.3917,0.3983,0.44,0.4783,0.5467,0.4467,0.4367,0.712,0.3333,0.8,0.6667,0.6,1.0,0.8412,0.5,0.6986,0.8185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.7633,0.7267,0.7417,0.7583,0.7067,0.6367,0.7133,0.68,0.7167,0.662,0.3333,0.6,0.6667,0.6,0.0,0.3897,0.5,0.433,0.3834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.8817,0.865,0.9067,0.84,0.85,0.92,0.8783,0.9033,0.875,0.678,0.6667,0.6,0.6667,0.8,1.0,0.6529,0.925,0.7367,0.6502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1
0.4683,0.5717,0.575,0.5017,0.5267,0.5783,0.51,0.4283,0.5433,0.484,0.3333,0.4,0.3333,0.4,0.5,0.5574,0.6,0.2564,0.5505,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.2067,0.18,0.275,0.2767,0.22,0.1317,0.225,0.27,0.235,0.262,0.0,0.2,0.6667,0.4,0.5,0.6059,0.55,0.4781,0.4038,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.2633,0.3417,0.2567,0.3567,0.32,0.2567,0.2967,0.32,0.325,0.432,0.3333,0.2,0.6667,0.6,0.5,0.6985,0.35,0.433,0.4651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.6967,0.7633,0.7633,0.745,0.7583,0.8383,0.7867,0.7417,0.7733,0.916,0.3333,0.8,0.6667,0.6,1.0,0.7544,0.6,0.6986,0.8666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.315,0.305,0.3317,0.3033,0.225,0.3483,0.2067,0.3,0.28,0.316,0.0,0.2,0.3333,0.2,0.0,0.2574,0.3,0.1305,0.1995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.6967,0.7217,0.82,0.745,0.725,0.7833,0.85,0.8083,0.76,0.384,0.0,0.4,0.6667,0.4,0.5,0.7074,0.725,0.7367,0.5553,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.5883,0.5483,0.6167,0.5633,0.635,0.6583,0.6133,0.675,0.97,0.836,1.0,1.0,1.0,0.6,1.0,0.9779,0.225,0.9931,0.7296,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
0.3317,0.2883,0.3283,0.3517,0.3767,0.3817,0.3533,0.3917,0.3483,0.536,0.3333,0.4,0.3333,0.4,0.0,0.6294,0.5,0.4654,0.4796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1
0.7083,0.8467,0.7733,0.8367,0.7317,0.83,0.76,0.9167,0.8,0.29,0.3333,0.2,0.6667,0.4,0.5,0.5676,0.55,0.3764,0.4772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.345,0.3467,0.2783,0.2467,0.3167,0.1733,0.305,0.3,0.2683,0.296,0.0,0.2,0.0,0.2,0.0,0.3368,0.225,0.1051,0.1863,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.2333,0.2417,0.465,0.2817,0.215,0.2967,0.3733,0.245,0.2833,0.182,0.0,0.0,0.0,0.0,0.0,0.1456,0.125,0.1039,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.2083,0.23,0.2017,0.2467,0.1117,0.195,0.1283,0.22,0.2067,0.346,0.0,0.2,0.3333,0.0,0.0,0.3559,0.275,0.2194,0.1442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.5183,0.485,0.3683,0.5017,0.4667,0.425,0.4217,0.4717,0.46,0.412,0.3333,0.4,0.3333,0.2,0.5,0.5574,0.35,0.5323,0.3918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.8167,0.8417,0.8,0.8133,0.86,0.8517,0.8583,0.9033,0.84,0.504,0.6667,0.4,1.0,0.8,1.0,0.8235,0.825,0.7136,0.8329,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.41,0.295,0.2917,0.2333,0.2667,0.2867,0.2367,0.3133,0.2967,0.408,0.3333,0.2,0.3333,0.4,0.5,0.5265,0.225,0.5958,0.357,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.64,0.6033,0.6567,0.6733,0.6517,0.6483,0.6367,0.715,0.6233,0.944,0.3333,0.6,1.0,0.6,1.0,0.6574,0.575,0.7367,0.8173,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.685,0.7683,0.7667,0.79,0.72,0.7917,0.875,0.6933,0.73,0.994,0.3333,0.8,1.0,0.8,0.5,0.7206,0.7,0.8222,0.6334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.725,0.65,0.6567,0.5833,0.6683,0.71,0.72,0.7567,0.6833,0.578,0.6667,0.6,0.6667,0.6,0.5,0.6426,1.0,0.5115,0.4663,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
